0,0.200650263657236,9999,0,0.200650263657236,785.861633300781,-0,0,50.8350830078125,0,0,2,0,3
0,0.200650263657236,9999,0,0.200650263657236,-504.392669677734,-0,0,48.526668548584,0,0,2,0,6
0,0.200650263657236,9999,0,0.200650263657236,1849.79284667969,-0,0,48.410041809082,0,0,2,0,7
0,0.200650263657236,9999,0,0.200650263657236,650.377502441406,-0,0,43.9128074645996,0,0,2,0,10
0,0.200650263657236,9999,0,0.200650263657236,1905.12512207031,-0,0,38.5053024291992,0,0,2,0,11
0,0.200650263657236,9999,0,0.200650263657236,1836.41674804688,-0,0,51.4948081970215,0,0,2,0,13
0,0.200650263657236,9999,0,0.200650263657236,-2788.04809570312,-0,0,49.3778800964355,0,0,2,0,16
0,0.200650263657236,9999,0,0.200650263657236,2612.1328125,-0,0,48.822193145752,0,0,2,0,19
0,0.200650263657236,9999,0,0.200650263657236,-2967.95043945312,-0,0,42.8110656738281,0,0,2,0,20
0,0.200650263657236,9999,0,0.200650263657236,-430.381622314453,-0,0,52.411262512207,0,0,2,0,23
0,0.200650263657236,9999,0,0.200650263657236,-3315.583984375,-0,0,41.7943344116211,0,0,2,0,30
0,0.200650263657236,9999,0,0.200650263657236,-3062.5029296875,-0,0,39.8703155517578,0,0,2,0,32
0,0.200650263657236,9999,0,0.200650263657236,41.6184768676758,-0,0,48.3409080505371,0,0,2,13,133
0,0.200650263657236,9999,0,0.200650263657236,-70.0878448486328,-0,0,50.831787109375,0,0,2,13,138
0,0.40065016671978,9999,0,0.40065016671978,776.373779296875,-0,0,50.8780097961426,0,0,2,0,3
0,0.40065016671978,9999,0,0.40065016671978,-499.596343994141,-0,0,48.5032043457031,0,0,2,0,6
0,0.40065016671978,9999,0,0.40065016671978,1845.29931640625,-0,0,48.4281959533691,0,0,2,0,7
0,0.40065016671978,9999,0,0.40065016671978,646.401916503906,-0,0,43.9719200134277,0,0,2,0,10
0,0.40065016671978,9999,0,0.40065016671978,1906.84228515625,-0,0,38.4841728210449,0,0,2,0,11
0,0.40065016671978,9999,0,0.40065016671978,1853.26794433594,-0,0,51.5128021240234,0,0,2,0,13
0,0.40065016671978,9999,0,0.40065016671978,-2792.83837890625,-0,0,49.3901672363281,0,0,2,0,16
0,0.40065016671978,9999,0,0.40065016671978,2612.2958984375,-0,0,48.8805198669434,0,0,2,0,19
0,0.40065016671978,9999,0,0.40065016671978,-2958.8701171875,-0,0,42.8531036376953,0,0,2,0,20
0,0.40065016671978,9999,0,0.40065016671978,-412.156799316406,-0,0,52.4399642944336,0,0,2,0,23
0,0.40065016671978,9999,0,0.40065016671978,-3335.04296875,-0,0,41.8843536376953,0,0,2,0,30
0,0.40065016671978,9999,0,0.40065016671978,-3057.02563476562,-0,0,39.7495727539062,0,0,2,0,32
